ID,Name,Year Published,Min Players,Max Players,Play Time,Min Age,Users Rated,Rating Average,BGG Rank,Complexity Average,Owned Users,Mechanics,Domains
17484.0,Silent War,2005.0,1,2,120,12,596,"7,34",2611,"3,39",1518.0,"Chit-Pull System, Dice Rolling, Point to Point Movement, Secret Unit Deployment, Simulation, Solo / Solitaire Game",Wargames
56707.0,Colonia,2009.0,3,6,120,12,1168,"6,60",2612,"3,11",1561.0,"Auction/Bidding, Set Collection, Voting, Worker Placement",Strategy Games
96713.0,Deadwood,2011.0,2,5,60,13,1835,"6,39",2613,"2,17",3219.0,"Dice Rolling, Worker Placement",Family Games
259061.0,Skytear,2020.0,2,4,45,13,514,"8,53",2614,"3,14",916.0,"Action Points, Card Drafting, Deck Bag and Pool Building, Grid Movement, Hand Management, Modular Board, Variable Player Powers","Customizable Games, Strategy Games"
227273.0,Cosmogenesis,2017.0,2,4,60,12,518,"7,47",2615,"2,70",748.0,"Simulation, Worker Placement",Strategy Games
186721.0,Healthy Heart Hospital,2015.0,1,5,90,13,592,"7,25",2617,"2,81",1160.0,"Action Points, Cooperative Game, Push Your Luck, Simulation, Variable Player Powers","Strategy Games, Thematic Games"
174155.0,Lignum,2015.0,2,4,120,12,544,"7,30",2618,"3,79",796.0,"Action Queue, Area Majority / Influence, Worker Placement",Strategy Games
41302.0,First Orchard,2009.0,1,4,10,2,998,"6,72",2619,1,2278.0,"Cooperative Game, Dice Rolling",Children's Games
3409.0,The Napoleonic Wars,2002.0,2,5,240,12,754,"7,00",2622,"3,47",1077.0,"Campaign / Battle Card Driven, Point to Point Movement",Wargames
97915.0,Bios: Megafauna,2011.0,1,4,120,12,776,"6,93",2623,"3,69",1335.0,"Area Majority / Influence, Card Drafting, Simulation, Variable Player Powers","Strategy Games, Thematic Games"
231197.0,Raxxon,2017.0,1,4,60,14,830,"6,85",2624,2,2294.0,"Action Points, Cooperative Game, Memory, Push Your Luck, Solo / Solitaire Game, Tile Placement, Variable Player Powers",Thematic Games
267370.0,Cities: Skylines - The Board Game,2019.0,1,4,70,10,896,"6,82",2625,"2,35",1873.0,"Cooperative Game, Hand Management, Modular Board, Tile Placement, Variable Player Powers",Family Games
129122.0,Band of Brothers: Ghost Panzer,2013.0,2,2,90,8,365,"8,05",2626,"2,69",1319.0,"Dice Rolling, Hexagon Grid, Line of Sight, Modular Board, Simulation",Wargames
243358.0,Space Park,2018.0,1,4,30,14,596,"7,31",2628,"1,87",1363.0,"Action Queue, Rondel, Set Collection, Solo / Solitaire Game",
84772.0,"Sun, Sea & Sand",2010.0,2,5,60,10,737,"6,91",2629,"2,61",894.0,"Tile Placement, Time Track, Worker Placement",Strategy Games
235591.0,History of the World,2018.0,3,6,180,14,500,"7,44",2630,"2,55",1118.0,"Area Majority / Influence, Dice Rolling",Thematic Games
139245.0,Dilluvia Project,2015.0,2,4,120,12,557,"7,25",2633,"3,71",796.0,"Tile Placement, Worker Placement",Strategy Games
178613.0,Star Trek: Five-Year Mission,2015.0,3,7,45,10,1421,"6,53",2635,"1,76",2957.0,"Cooperative Game, Dice Rolling, Variable Player Powers","Family Games, Thematic Games"
144734.0,Arcane Academy,2016.0,2,4,45,12,942,"6,79",2638,"2,24",1568.0,"Card Drafting, Tile Placement",
12681.0,Neuland,2004.0,2,4,120,14,1388,"6,48",2640,"3,70",2166.0,"Action Points, Tile Placement, Time Track, Worker Placement",Strategy Games
173047.0,Nevermore,2015.0,3,6,60,14,1075,"6,69",2642,"1,88",1961.0,"Card Drafting, Drafting, Hand Management, Set Collection, Take That",Family Games
140125.0,Fallen,2014.0,2,2,90,14,479,"7,96",2644,"3,07",860.0,"Dice Rolling, Hand Management, Storytelling",Thematic Games
39813.0,Qwirkle Cubes,2009.0,2,4,45,6,1223,"6,57",2648,"1,62",2231.0,"Dice Rolling, Pattern Building, Pattern Recognition, Tile Placement",Family Games
175695.0,Minerva,2015.0,1,4,90,10,785,"6,87",2649,"2,76",1815.0,Tile Placement,Strategy Games
210040.0,Illimat,2017.0,2,4,60,12,660,"7,41",2651,2,1586.0,"Hand Management, Set Collection",Abstract Games
56885.0,The Werewolves of Miller's Hollow: The Village,2009.0,8,18,30,8,729,"6,93",2652,"1,72",1647.0,"Player Elimination, Role Playing, Team-Based Game, Variable Player Powers, Voting",Party Games
437.0,Master Labyrinth,1991.0,2,4,30,10,2453,"6,29",2653,"1,79",4650.0,"Map Deformation, Modular Board, Point to Point Movement",Family Games
84838.0,Yomi (Second Edition),2014.0,1,4,20,10,484,"7,59",2654,"2,74",1182.0,"Hand Management, Rock-Paper-Scissors, Simultaneous Action Selection, Variable Player Powers",Strategy Games
2582.0,Catch Phrase!,1994.0,4,16,30,12,2309,"6,34",2655,"1,14",3261.0,Hot Potato,Party Games
1561.0,Clue Master Detective,1988.0,3,10,60,8,1285,"6,61",2656,"1,85",2681.0,"Memory, Paper-and-Pencil, Roll / Spin and Move",Family Games
3234.0,Dschunke,2002.0,3,4,60,10,1068,"6,65",2659,"2,54",1584.0,Auction/Bidding,"Family Games, Strategy Games"
248117.0,Carson City: The Card Game,2018.0,1,6,45,12,731,"6,94",2662,"2,14",1313.0,"Auction/Bidding, Tile Placement",Strategy Games
273779.0,Under Falling Skies: A 9-Card Print-and-Play Game,2019.0,1,1,40,8,501,"7,56",2663,"2,63",981.0,"Dice Rolling, Modular Board, Re-rolling and Locking, Solo / Solitaire Game, Square Grid, Worker Placement, Worker Placement with Dice Workers",Strategy Games
20806.0,Three-Dragon Ante,2005.0,2,6,20,12,1560,"6,48",2664,"1,72",2755.0,"Betting and Bluffing, Hand Management, Set Collection, Take That",Family Games
179071.0,The Great Dinosaur Rush,2016.0,2,5,60,10,648,"7,09",2666,"2,17",1205.0,"Set Collection, Stock Holding",Family Games
105624.0,Poseidon's Kingdom,2011.0,2,4,60,10,782,"6,84",2667,"2,40",1306.0,"Area Movement, Dice Rolling, Memory, Tile Placement",Family Games
172971.0,Crossing,2013.0,3,6,15,6,1139,"6,61",2669,"1,06",1860.0,"Set Collection, Simultaneous Action Selection","Family Games, Party Games"
36367.0,Dust Tactics,2010.0,2,4,30,0,709,"7,15",2670,"2,94",1360.0,"Action Points, Dice Rolling, Line of Sight, Modular Board, Simulation",Wargames
287754.0,Warhammer Underworlds: Beastgrave,2019.0,2,4,30,12,356,"8,28",2671,"3,27",1116.0,"Action Points, Area Majority / Influence, Deck Bag and Pool Building, Dice Rolling, Grid Movement, Hand Management, Modular Board, Variable Player Powers",
108044.0,Nefarious,2011.0,2,6,45,8,2430,"6,29",2672,"1,74",3367.0,"Hand Management, Simultaneous Action Selection",Family Games
15033.0,Australia,2005.0,2,5,90,10,1370,"6,49",2673,"2,40",1581.0,"Action Points, Area Majority / Influence, Area Movement, Card Drafting, Hand Management","Family Games, Strategy Games"
181495.0,Alone,2019.0,2,4,120,14,492,"7,64",2674,"3,16",1469.0,"Action Queue, Campaign / Battle Card Driven, Dice Rolling, Modular Board, Secret Unit Deployment, Team-Based Game",Thematic Games
78954.0,Mousquetaires du Roy,2010.0,1,5,75,12,812,"6,84",2675,"2,89",1605.0,"Cooperative Game, Dice Rolling, Hidden Movement, Team-Based Game",Thematic Games
79131.0,Star Trek: Expeditions,2011.0,1,4,60,14,1480,"6,48",2676,"2,41",2692.0,"Cooperative Game, Variable Player Powers",Thematic Games
34320.0,Shanghaien,2008.0,2,2,20,8,1215,"6,56",2677,"1,47",1422.0,"Dice Rolling, Set Collection",Family Games
260332.0,Hokkaido,2018.0,2,5,40,8,642,"7,08",2679,"2,13",1427.0,"Card Drafting, Hand Management, Map Addition, Melding and Splaying",Family Games
10788.0,Hellenes: Campaigns of the Peloponnesian War,2009.0,2,2,240,12,494,"7,46",2680,"2,99",1281.0,"Area Movement, Campaign / Battle Card Driven, Dice Rolling, Secret Unit Deployment",Wargames
115293.0,Fortress America,2012.0,2,4,150,14,846,"6,86",2681,"2,70",2308.0,"Area Movement, Dice Rolling",Wargames
329.0,Russian Front,1985.0,2,2,1200,12,664,"7,22",2682,"3,33",1510.0,"Dice Rolling, Hexagon Grid, Simulation",Wargames
24920.0,Storm Over Stalingrad,2006.0,1,2,180,12,607,"7,12",2683,"2,20",1327.0,"Area Movement, Area-Impulse, Dice Rolling",Wargames
37165.0,"Warhammer 40,000 (Fifth Edition)",2008.0,2,12,60,0,1067,"6,71",2684,"3,74",1585.0,"Dice Rolling, Modular Board, Variable Player Powers","Thematic Games, Wargames"
190639.0,Zany Penguins,2016.0,2,5,20,7,969,"6,69",2685,"1,42",1637.0,"Area Majority / Influence, Card Drafting, Hand Management, Memory, Simultaneous Action Selection",Family Games
253719.0,Getaway Driver,2019.0,2,2,45,12,816,"6,84",2686,"2,52",2881.0,"Hand Management, Modular Board, Tile Placement, Variable Player Powers","Strategy Games, Thematic Games"
3348.0,Santa Fe Rails,2001.0,2,5,60,12,848,"6,79",2687,"2,52",976.0,"Card Drafting, Network and Route Building, Simultaneous Action Selection",Strategy Games
191538.0,Leo,2016.0,2,5,30,6,970,"6,70",2688,"1,19",1660.0,"Cooperative Game, Hand Management, Memory",Children's Games
156373.0,Chimera,2014.0,3,3,45,13,662,"7,03",2689,"2,18",1604.0,"Auction/Bidding, Hand Management, Ladder Climbing, Team-Based Game, Trick-taking",Strategy Games
235344.0,TOKYO METRO,2018.0,1,5,90,14,489,"7,37",2690,"3,30",1393.0,"Action Queue, Area Majority / Influence, Auction/Bidding, Betting and Bluffing, Grid Movement, Network and Route Building, Point to Point Movement, Simulation, Stock Holding, Team-Based Game, Time Track, Worker Placement",
137397.0,Via Appia,2013.0,2,4,45,8,1039,"6,65",2691,"1,96",1522.0,"Push Your Luck, Slide/Push, Tile Placement",Family Games
142830.0,Chaosmos,2015.0,2,4,90,12,790,"6,94",2692,"2,69",1504.0,"Action Points, Card Drafting, Dice Rolling, Hand Management, Memory, Modular Board, Point to Point Movement, Time Track, Trading, Variable Player Powers",Strategy Games
208480.0,Wordsy,2017.0,1,6,20,10,672,"7,00",2693,"1,25",1276.0,"Paper-and-Pencil, Real-Time, Solo / Solitaire Game",
117914.0,Milestones,2012.0,2,4,60,10,1096,"6,59",2694,"2,60",1894.0,"Network and Route Building, Rondel, Tile Placement",Strategy Games
130899.0,12 Days,2011.0,3,5,15,8,1292,"6,52",2695,"1,21",2862.0,"Auction/Bidding, Set Collection",Family Games
40444.0,Livingstone,2009.0,2,5,35,8,1464,"6,46",2696,"2,02",1883.0,"Area Majority / Influence, Dice Rolling",Family Games
93538.0,Battleship Galaxies,2011.0,2,4,70,13,1206,"6,57",2697,"2,38",2583.0,"Action Points, Area Movement, Dice Rolling","Thematic Games, Wargames"
120605.0,Neuroshima: Convoy,2012.0,2,2,40,10,986,"6,71",2698,"2,58",2308.0,"Area Movement, Hand Management, Take That",Strategy Games
84469.0,Fürstenfeld,2010.0,2,5,60,13,1196,"6,52",2699,"2,46",1361.0,"Commodity Speculation, Hand Management",Strategy Games
161546.0,Timeline: American History,2014.0,2,8,15,8,964,"6,70",2700,"1,15",2493.0,,Family Games
65673.0,Masques,2010.0,2,4,45,13,1379,"6,51",2703,"2,01",2978.0,"Area Majority / Influence, Card Drafting, Hand Management, Memory",Family Games
277927.0,Bites,2020.0,2,5,20,12,532,"7,30",2705,"1,50",1314.0,"Commodity Speculation, End Game Bonuses, Set Collection, Track Movement, Variable Set-up",
156266.0,Apex Theropod Deck-Building Game,2015.0,1,6,290,14,588,"7,33",2706,"2,94",1133.0,Deck Bag and Pool Building,Thematic Games
213492.0,Pyramids,2017.0,2,5,30,10,860,"6,75",2710,"1,95",1566.0,"Card Drafting, Pattern Building",Family Games
67600.0,D-Day at Tarawa,2014.0,1,1,420,0,352,"8,21",2713,"3,67",1439.0,"Hexagon Grid, Simulation",Wargames
270836.0,Imperial Settlers: Roll & Write,2019.0,1,4,30,10,1459,"6,46",2714,"1,83",2948.0,"Dice Rolling, Paper-and-Pencil",
243538.0,Goblivion,2018.0,1,2,30,12,434,"7,87",2715,"2,22",917.0,"Cooperative Game, Deck Bag and Pool Building, Solo / Solitaire Game",
204837.0,Game of Thrones: The Iron Throne,2016.0,3,5,60,18,863,"6,85",2716,"2,62",1778.0,"Hand Management, Negotiation, Prisoner's Dilemma, Team-Based Game, Variable Player Powers",
256067.0,Cupcake Empire,2018.0,2,4,60,10,580,"7,18",2717,"2,84",988.0,"Dice Rolling, Worker Placement",Strategy Games
236461.0,The Game: Face to Face,2017.0,2,2,20,8,609,"7,10",2718,"1,33",1347.0,"Hand Management, Ladder Climbing",
161547.0,Timeline: Americana,2014.0,2,8,15,8,952,"6,70",2721,"1,13",2588.0,,"Family Games, Party Games"
25674.0,Khronos,2006.0,2,5,90,10,1769,"6,36",2722,"3,56",2521.0,"Area Majority / Influence, Hand Management, Multiple Maps, Tile Placement",Strategy Games
192547.0,Go Cuckoo!,2016.0,2,5,15,4,905,"6,74",2724,1,1568.0,Stacking and Balancing,Family Games
262114.0,Rival Restaurants,2019.0,2,6,60,10,627,"8,02",2725,"2,32",1853.0,"Auction/Bidding, Set Collection, Simultaneous Action Selection, Variable Player Powers",Family Games
9.0,El Caballero,1998.0,2,4,90,13,1379,"6,46",2727,"3,18",2570.0,"Area Majority / Influence, Tile Placement",Strategy Games
274428.0,Gaslands: Refuelled,2019.0,2,8,90,11,305,"8,51",2728,"2,83",972.0,"Dice Rolling, Impulse Movement, Movement Template, Push Your Luck, Variable Player Powers",
131118.0,Asgard,2012.0,2,4,120,12,832,"6,82",2730,"3,79",1844.0,"Simultaneous Action Selection, Variable Phase Order, Worker Placement",Strategy Games
167698.0,Magic: The Gathering - Arena of the Planeswalkers,2015.0,2,5,60,10,2898,"6,27",2731,"2,34",9974.0,"Dice Rolling, Grid Movement, Hand Management, Hexagon Grid, Modular Board, Team-Based Game",Thematic Games
253106.0,Narcos: The Board Game,2018.0,2,5,100,18,557,"7,32",2732,3,1302.0,"Hidden Movement, Pick-up and Deliver, Point to Point Movement, Secret Unit Deployment, Team-Based Game, Variable Player Powers",Thematic Games
35342.0,Hold the Line,2008.0,2,2,60,0,527,"7,29",2733,"1,83",913.0,"Action Points, Dice Rolling, Hexagon Grid, Line of Sight, Modular Board",Wargames
160418.0,Wing Leader: Victories 1940-1942,2015.0,2,2,180,0,380,"7,93",2735,"3,13",1300.0,"Dice Rolling, Grid Movement, Movement Points, Simulation, Square Grid",Wargames
95234.0,Cthulhu Gloom,2011.0,2,5,60,13,1762,"6,40",2737,"1,77",4972.0,"Hand Management, Storytelling, Take That",Thematic Games
180198.0,Rolling America,2015.0,1,99,15,8,1523,"6,40",2739,"1,54",3042.0,"Dice Rolling, Paper-and-Pencil",Family Games
149119.0,Spirits of the Rice Paddy,2015.0,2,4,90,13,889,"6,72",2742,"3,09",1850.0,"Card Drafting, Enclosure, Simultaneous Action Selection, Tile Placement, Worker Placement",Strategy Games
139131.0,Hoplomachus: Rise of Rome,2013.0,1,2,30,12,324,"8,19",2746,"2,94",1012.0,"Cooperative Game, Deck Bag and Pool Building, Dice Rolling, Enclosure, Hand Management, Hexagon Grid, Solo / Solitaire Game",
255708.0,Trekking the National Parks: Second Edition,2018.0,2,5,60,10,608,"7,21",2747,"1,73",1638.0,"Card Drafting, Hand Management, Point to Point Movement, Set Collection",
626.0,War and Peace,1980.0,2,6,180,12,1096,"6,69",2748,"3,32",2639.0,"Dice Rolling, Hexagon Grid, Simulation",Wargames
165662.0,Haru Ichiban,2014.0,2,2,20,8,986,"6,67",2749,"1,75",1878.0,"Grid Movement, Hand Management, Memory, Pattern Building, Simultaneous Action Selection",Abstract Games
103132.0,Rapa Nui,2011.0,2,4,40,10,812,"6,77",2750,"2,07",818.0,"Card Drafting, Hand Management, Stock Holding","Family Games, Strategy Games"
234190.0,Unstable Unicorns,2017.0,2,8,45,14,4149,"6,31",2751,"1,56",11087.0,"Hand Management, Set Collection, Take That",Party Games
172540.0,Dragoon,2016.0,2,4,60,13,833,"7,08",2752,"1,95",1824.0,"Action Points, Area Majority / Influence, Area Movement, Dice Rolling, Grid Movement, Hand Management, Tile Placement",Family Games
2389.0,Othello,1883.0,2,2,30,8,7040,"6,10",2753,"2,10",10960.0,"Enclosure, Tile Placement",Abstract Games
28025.0,Wicked Witches Way,2006.0,2,6,30,8,1473,"6,43",2754,"1,46",2035.0,"Card Drafting, Dice Rolling, Memory, Pattern Recognition, Simultaneous Action Selection",Family Games
285905.0,Marvel: Crisis Protocol,2019.0,2,2,45,14,370,"8,41",2755,"2,86",1141.0,"Dice Rolling, Measurement Movement, Variable Player Powers",
169274.0,Pixel Tactics Deluxe,2015.0,2,4,45,12,498,"7,39",2756,"2,58",1988.0,"Hand Management, Variable Player Powers",
34127.0,Ticket to Ride: The Card Game,2008.0,2,4,30,8,3901,"6,14",2757,"1,87",6146.0,"Hand Management, Memory, Set Collection",Family Games
154910.0,Darklight: Memento Mori,2018.0,1,4,120,14,487,"8,45",2758,"3,57",865.0,"Action Points, Action Queue, Card Drafting, Cooperative Game, Dice Rolling, Modular Board, Role Playing, Solo / Solitaire Game, Tile Placement",Thematic Games
153728.0,Fields of Despair: France 1914-1918,2017.0,2,2,180,13,369,"7,95",2760,"3,20",1068.0,"Dice Rolling, Hexagon Grid, Secret Unit Deployment",Wargames
140863.0,Council of Verona,2013.0,2,5,20,13,1828,"6,33",2762,"1,40",3079.0,"Auction/Bidding, Card Drafting, Hand Management","Family Games, Party Games"
258148.0,Power Rangers: Heroes of the Grid,2019.0,2,5,60,14,529,"8,10",2764,"2,71",1176.0,"Action Points, Cooperative Game, Dice Rolling, Hand Management, Variable Player Powers",
183896.0,Firefly Fluxx,2016.0,2,6,30,8,1065,"6,68",2765,"1,31",3720.0,"Hand Management, Set Collection","Family Games, Party Games"
200.0,Entdecker,1996.0,2,4,60,10,1411,"6,44",2766,"2,24",2325.0,"Area Majority / Influence, Modular Board, Tile Placement","Family Games, Strategy Games"
380.0,Polarity,1986.0,2,4,20,8,1719,"6,37",2767,"1,68",2368.0,,Abstract Games
160968.0,Homeland: The Game,2015.0,3,6,90,14,1020,"6,60",2768,"2,65",2532.0,"Memory, Secret Unit Deployment, Semi-Cooperative Game, Traitor Game, Voting","Strategy Games, Thematic Games"
138704.0,Northern Pacific,2013.0,3,6,60,7,598,"7,05",2769,"1,55",730.0,"Commodity Speculation, Network and Route Building",Strategy Games
160559.0,Simurgh,2015.0,2,5,90,14,876,"6,75",2770,"2,97",1870.0,"Modular Board, Tile Placement, Worker Placement",Strategy Games
25071.0,Munchkin Cthulhu,2007.0,3,6,90,10,4969,"6,20",2772,"1,71",10984.0,"Dice Rolling, Trading, Variable Player Powers",Thematic Games
170199.0,Solarius Mission,2016.0,2,4,150,12,512,"7,24",2773,"3,95",647.0,"Action Queue, Dice Rolling, Grid Movement, Modular Board, Set Collection, Variable Player Powers",Strategy Games
41490.0,Phantom Leader,2010.0,1,1,30,12,471,"7,49",2774,"2,60",927.0,"Campaign / Battle Card Driven, Card Drafting, Dice Rolling",Wargames
33003.0,The Caucasus Campaign,2009.0,2,2,360,0,414,"7,64",2775,3,1033.0,"Dice Rolling, Hexagon Grid, Simulation",Wargames
156180.0,Eggs and Empires,2014.0,2,6,25,8,862,"6,71",2776,"1,26",1429.0,"Auction/Bidding, Hand Management, Simultaneous Action Selection",Family Games
101020.0,PAX,2011.0,1,4,45,10,795,"6,78",2777,"2,13",1050.0,"Area Majority / Influence, Card Drafting, Hand Management, Set Collection",Strategy Games
174614.0,Apotheca,2016.0,1,4,30,13,1025,"6,71",2778,"1,96",2049.0,"Action Points, Grid Movement, Team-Based Game, Variable Player Powers",Abstract Games
107190.0,Flash Duel: Second Edition,2011.0,1,5,15,0,775,"6,86",2779,"1,62",1110.0,"Hand Management, Team-Based Game, Variable Player Powers","Family Games, Strategy Games"
173341.0,Loopin' Chewie,2014.0,2,3,15,4,1687,"6,33",2780,1,3137.0,Player Elimination,Children's Games
129320.0,Castle Dice,2013.0,1,4,45,10,964,"6,67",2781,"2,27",1590.0,"Dice Rolling, Drafting, Set Collection",Family Games
137155.0,Potato Man,2013.0,2,5,40,10,849,"6,72",2782,"1,44",1108.0,Trick-taking,Family Games
19679.0,Hordes,2006.0,2,8,60,12,465,"7,56",2784,"3,32",714.0,Variable Player Powers,"Thematic Games, Wargames"
139562.0,Rockwell,2013.0,2,4,90,14,575,"7,13",2786,"3,20",1088.0,"Area Majority / Influence, Area Movement, Modular Board, Semi-Cooperative Game, Worker Placement",Strategy Games
247436.0,Sherlock: The Tomb of the Archaeologist,2018.0,1,8,60,10,804,"6,78",2787,"1,53",1534.0,"Communication Limits, Cooperative Game, Hand Management, Memory",
235655.0,Dragon's Breath,2017.0,2,4,20,5,936,"6,66",2788,"1,08",1873.0,"Physical Removal, Set Collection",Children's Games
195867.0,Papà Paolo,2016.0,2,4,75,10,660,"6,98",2789,"2,76",1278.0,"Auction/Bidding, Pick-up and Deliver, Tile Placement, Worker Placement",
1645.0,War of 1812,1973.0,2,2,90,12,637,"7,03",2790,"2,11",1135.0,"Dice Rolling, Point to Point Movement, Secret Unit Deployment, Simulation",Wargames
180602.0,Game of Trains,2015.0,2,4,20,8,1661,"6,36",2791,"1,21",2803.0,"Card Drafting, Pattern Building",Family Games
131891.0,Lost Legends,2013.0,3,5,70,10,1307,"6,45",2792,"2,45",2825.0,Card Drafting,"Strategy Games, Thematic Games"
297895.0,Divvy Dice,2020.0,1,4,30,8,625,"7,00",2793,"2,10",1475.0,"Dice Rolling, End Game Bonuses",
205057.0,Word Domination,2017.0,2,4,45,13,599,"7,10",2794,"1,88",1587.0,"Area Majority / Influence, Cooperative Game, Tile Placement",
34599.0,Toledo,2008.0,2,4,60,10,1988,"6,27",2796,"2,18",2850.0,"Hand Management, Point to Point Movement, Worker Placement","Family Games, Strategy Games"
230191.0,The Island of El Dorado,2018.0,2,4,80,10,1374,"6,81",2797,"1,83",3446.0,"Action Queue, Area Majority / Influence, Dice Rolling, Modular Board, Roll / Spin and Move, Tile Placement, Trading, Worker Placement","Strategy Games, Thematic Games"
118497.0,Trick of the Rails,2011.0,3,5,20,10,869,"6,68",2798,"2,30",1441.0,"Stock Holding, Trick-taking",Strategy Games
261393.0,Dungeon Universalis,2019.0,1,6,180,12,454,"8,99",2799,"4,10",697.0,"Action Points, Action Queue, Card Drafting, Cooperative Game, Dice Rolling, Modular Board, Role Playing",Thematic Games
221248.0,Monikers: The Shut Up & Sit Down Nonsense Box,2017.0,4,20,60,18,303,"8,10",2801,1,1333.0,"Acting, Card Drafting, Role Playing",
171129.0,Spinderella,2015.0,2,4,20,6,1321,"6,48",2804,"1,16",2430.0,"Race, Roll / Spin and Move, Three Dimensional Movement",Children's Games
1038.0,Tantrix,1991.0,1,4,30,8,1874,"6,33",2805,"2,22",3393.0,"Pattern Building, Tile Placement",Abstract Games
199223.0,Bad Bones,2019.0,1,6,45,8,679,"7,02",2806,"2,14",1024.0,"Cooperative Game, Grid Movement, Simultaneous Action Selection, Take That",
244099.0,Herbaceous Sprouts,2019.0,1,4,30,8,590,"7,08",2807,"1,78",1407.0,"Card Drafting, Dice Rolling, Drafting, Push Your Luck, Set Collection, Solo / Solitaire Game, Team-Based Game",
128063.0,Uchronia,2012.0,2,5,60,14,1173,"6,50",2809,"2,74",1916.0,"Card Drafting, Follow, Hand Management, Set Collection, Take That, Variable Phase Order",Strategy Games
30356.0,Heartland,2009.0,2,5,60,8,714,"6,84",2810,"2,10",843.0,"Enclosure, Hand Management, Pattern Building, Tile Placement","Family Games, Strategy Games"
4370.0,Fische Fluppen Frikadellen,2002.0,2,5,90,10,986,"6,59",2811,"2,51",1304.0,"Multiple Maps, Pick-up and Deliver",Strategy Games
25234.0,Catan Histories: Struggle for Rome,2006.0,3,4,120,10,1360,"6,43",2812,"2,55",2535.0,"Area Movement, Trading",Strategy Games
1430.0,Caesar: Epic Battle of Alesia,1976.0,2,4,360,12,612,"7,10",2814,"2,99",1413.0,"Area Movement, Dice Rolling, Grid Movement, Hexagon Grid, Hidden Movement, Movement Points, Ratio / Combat Results Table, Simulation",Wargames
300001.0,Renature,2020.0,2,4,60,8,399,"7,71",2815,"2,09",1015.0,"Area Majority / Influence, Tile Placement",
312251.0,Curious Cargo,2020.0,2,2,60,12,421,"7,53",2816,"3,07",1436.0,"Action Points, Pick-up and Deliver, Tile Placement",
23985.0,Midgard,2007.0,3,5,60,12,1004,"6,58",2817,"2,37",1227.0,"Area Majority / Influence, Card Drafting, Hand Management, Memory, Set Collection",Strategy Games
155.0,Was sticht?,1993.0,3,4,60,12,619,"6,96",2819,"2,40",885.0,"Card Drafting, Trick-taking","Family Games, Strategy Games"
1444.0,SPQR,1992.0,2,2,240,13,472,"7,38",2821,"3,72",1202.0,"Dice Rolling, Grid Movement, Hexagon Grid, Line of Sight, Movement Points, Simulation",Wargames
225910.0,Terrors of London,2019.0,2,2,40,14,562,"7,29",2822,"2,38",1677.0,"Deck Bag and Pool Building, Hand Management, Variable Player Powers",
253664.0,Taco Cat Goat Cheese Pizza,2018.0,2,8,30,8,751,"6,96",2824,"1,04",2211.0,Pattern Recognition,Party Games
73863.0,Grimoire,2010.0,2,5,30,12,1342,"6,42",2825,"1,86",2218.0,"Card Drafting, Set Collection, Simultaneous Action Selection","Family Games, Strategy Games"
178134.0,London Dread,2016.0,2,4,90,14,901,"6,72",2827,"2,93",1948.0,"Cooperative Game, Simultaneous Action Selection, Variable Player Powers",Thematic Games
66855.0,The Dark Valley,2013.0,1,2,500,0,389,"7,94",2828,"3,38",1587.0,"Chit-Pull System, Hexagon Grid, Simulation",Wargames
202755.0,Guildhall Fantasy: Fellowship,2016.0,2,4,45,10,565,"7,13",2830,"2,00",,"Hand Management, Take That, Set Collection",
74390.0,Rolling Freight,2012.0,2,5,180,13,727,"6,80",2831,3,1118.0,"Action Points, Card Drafting, Dice Rolling, Network and Route Building, Pick-up and Deliver, Simulation",Strategy Games
68247.0,The Mines of Zavandor,2010.0,2,4,90,10,969,"6,59",2833,"2,60",1836.0,"Auction/Bidding, Trading",Strategy Games
255907.0,Trogdor!! The Board Game,2019.0,1,6,60,14,658,"7,03",2834,"1,76",2269.0,"Action Retrieval, Action/Event, Area Majority / Influence, Area Movement, Cooperative Game, Finale Ending, Grid Movement","Family Games, Thematic Games"
244330.0,Scarabya,2018.0,1,4,20,8,928,"6,64",2835,"1,23",1604.0,"Enclosure, Solo / Solitaire Game, Tile Placement",
245197.0,Deadwood 1876,2018.0,2,9,40,13,1029,"6,65",2838,"1,84",3846.0,"Card Drafting, Dice Rolling, Hand Management, Team-Based Game","Party Games, Thematic Games"
7349.0,The Korean War June 1950-May 1951,1986.0,1,2,960,15,412,"7,64",2840,"3,66",1197.0,"Dice Rolling, Grid Movement, Hexagon Grid, Simulation, Zone of Control",Wargames
18291.0,Unpublished Prototype,0.0,0,0,0,0,804,"6,90",2841,"2,47",1194.0,,Strategy Games
295564.0,Unmatched Game System,2019.0,2,4,40,9,266,"8,61",2842,2,256.0,"Action Points, Card Play Conflict Resolution, Line of Sight, Point to Point Movement, Take That, Team-Based Game, Variable Player Powers",
241590.0,Smart10,2017.0,2,8,120,10,446,"7,46",2843,"1,31",919.0,Push Your Luck,
31133.0,Ice Flow,2008.0,2,4,75,11,1378,"6,41",2844,"2,15",1658.0,"Bias, Grid Movement, Hexagon Grid, Race, Resource to Move, Tile Placement, Variable Set-up","Family Games, Strategy Games"
303051.0,Godzilla: Tokyo Clash,2020.0,2,4,45,10,468,"7,59",2845,"2,07",1879.0,"Card Play Conflict Resolution, Hand Management, Hexagon Grid, Modular Board, Variable Player Powers",
